"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Cameroon","Electricity - Consumption by manufacturing, construction and non-fuel industry","1995","Kilowatt-hours, million","1295","1"
"Cameroon","Electricity - Consumption by manufacturing, construction and non-fuel industry","1994","Kilowatt-hours, million","1292","1"
"Cameroon","Electricity - Consumption by manufacturing, construction and non-fuel industry","1993","Kilowatt-hours, million","1285","1"
"Cameroon","Electricity - Consumption by manufacturing, construction and non-fuel industry","1992","Kilowatt-hours, million","1280","1"
"Cameroon","Electricity - Consumption by manufacturing, construction and non-fuel industry","1991","Kilowatt-hours, million","1277","1"
"Cameroon","Electricity - Consumption by manufacturing, construction and non-fuel industry","1990","Kilowatt-hours, million","1275","1"
"Cameroon","Electricity - Consumption by iron and steel","2019","Kilowatt-hours, million","96.795",""
"Cameroon","Electricity - Consumption by iron and steel","2018","Kilowatt-hours, million","97.991",""
"Cameroon","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","92.29",""
"Cameroon","Electricity - Consumption by iron and steel","2016","Kilowatt-hours, million","86",""
"Cameroon","Electricity - Consumption by iron and steel","2015","Kilowatt-hours, million","91",""
"Cameroon","Electricity - Consumption by iron and steel","2014","Kilowatt-hours, million","94",""
"Cameroon","Electricity - Consumption by iron and steel","2013","Kilowatt-hours, million","89",""
"Cameroon","Electricity - Consumption by iron and steel","2012","Kilowatt-hours, million","84",""
"Cameroon","Electricity - Consumption by iron and steel","2011","Kilowatt-hours, million","80",""
"Cameroon","Electricity - Consumption by iron and steel","2010","Kilowatt-hours, million","74",""
"Cameroon","Electricity - Consumption by iron and steel","2009","Kilowatt-hours, million","53",""
"Cameroon","Electricity - Consumption by iron and steel","2008","Kilowatt-hours, million","40",""
"Cameroon","Electricity - Consumption by iron and steel","2007","Kilowatt-hours, million","33",""
"Cameroon","Electricity - Consumption by iron and steel","2006","Kilowatt-hours, million","21",""
"Cameroon","Electricity - Consumption by iron and steel","2005","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption by iron and steel","2004","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption by iron and steel","2003","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption by iron and steel","2002","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption by chemical and petrochemical","2014","Kilowatt-hours, million","1",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2019","Kilowatt-hours, million","3521.779",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2018","Kilowatt-hours, million","3565.286",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","3357.845",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2016","Kilowatt-hours, million","3129",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2015","Kilowatt-hours, million","3317",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2014","Kilowatt-hours, million","2910",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2013","Kilowatt-hours, million","2747",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2012","Kilowatt-hours, million","2607",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2011","Kilowatt-hours, million","2493",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2010","Kilowatt-hours, million","2707",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2009","Kilowatt-hours, million","2667",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2008","Kilowatt-hours, million","2672",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2007","Kilowatt-hours, million","2476",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2006","Kilowatt-hours, million","2549",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2005","Kilowatt-hours, million","1485",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2004","Kilowatt-hours, million","1393",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2003","Kilowatt-hours, million","1266",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2002","Kilowatt-hours, million","1118",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2001","Kilowatt-hours, million","1430",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","2000","Kilowatt-hours, million","1516",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1999","Kilowatt-hours, million","1437",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1998","Kilowatt-hours, million","1310",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1997","Kilowatt-hours, million","1750",""
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1996","Kilowatt-hours, million","1606","1"
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1995","Kilowatt-hours, million","1295","1"
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1994","Kilowatt-hours, million","1292","1"
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1993","Kilowatt-hours, million","1285","1"
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1992","Kilowatt-hours, million","1280","1"
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1991","Kilowatt-hours, million","1277","1"
"Cameroon","Electricity - Consumption by other manuf., const. and non-fuel ind.","1990","Kilowatt-hours, million","1275","1"
"Cameroon","Electricity - Consumption by non-ferrous metals","2019","Kilowatt-hours, million","1581.367",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2018","Kilowatt-hours, million","1600.903",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","1507.757",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2016","Kilowatt-hours, million","1405",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2015","Kilowatt-hours, million","1490",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2014","Kilowatt-hours, million","1338",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2013","Kilowatt-hours, million","1263",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2012","Kilowatt-hours, million","1198",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2011","Kilowatt-hours, million","1146",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2010","Kilowatt-hours, million","1216",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2009","Kilowatt-hours, million","1188",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2008","Kilowatt-hours, million","1398",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2007","Kilowatt-hours, million","1344",""
"Cameroon","Electricity - Consumption by non-ferrous metals","2006","Kilowatt-hours, million","1392",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2019","Kilowatt-hours, million","151.946",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2018","Kilowatt-hours, million","153.823",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","144.873",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2016","Kilowatt-hours, million","135",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2015","Kilowatt-hours, million","143",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2014","Kilowatt-hours, million","143",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2013","Kilowatt-hours, million","135",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2012","Kilowatt-hours, million","128",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2011","Kilowatt-hours, million","122",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2010","Kilowatt-hours, million","117",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2009","Kilowatt-hours, million","111",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2008","Kilowatt-hours, million","94",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2007","Kilowatt-hours, million","92",""
"Cameroon","Electricity - Consumption by non-metallic minerals","2006","Kilowatt-hours, million","63",""
"Cameroon","Electricity - Consumption by mining and quarrying","2019","Kilowatt-hours, million","640.426",""
"Cameroon","Electricity - Consumption by mining and quarrying","2018","Kilowatt-hours, million","648.338",""
"Cameroon","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","610.615",""
"Cameroon","Electricity - Consumption by mining and quarrying","2016","Kilowatt-hours, million","569",""
"Cameroon","Electricity - Consumption by mining and quarrying","2015","Kilowatt-hours, million","603",""
"Cameroon","Electricity - Consumption by mining and quarrying","2014","Kilowatt-hours, million","348",""
"Cameroon","Electricity - Consumption by mining and quarrying","2013","Kilowatt-hours, million","328",""
"Cameroon","Electricity - Consumption by mining and quarrying","2012","Kilowatt-hours, million","312",""
"Cameroon","Electricity - Consumption by mining and quarrying","2011","Kilowatt-hours, million","298",""
"Cameroon","Electricity - Consumption by mining and quarrying","2010","Kilowatt-hours, million","492",""
"Cameroon","Electricity - Consumption by mining and quarrying","2009","Kilowatt-hours, million","431",""
"Cameroon","Electricity - Consumption by mining and quarrying","2008","Kilowatt-hours, million","513",""
"Cameroon","Electricity - Consumption by mining and quarrying","2007","Kilowatt-hours, million","491",""
"Cameroon","Electricity - Consumption by mining and quarrying","2006","Kilowatt-hours, million","16",""
"Cameroon","Electricity - Consumption by food and tobacco","2019","Kilowatt-hours, million","212.725",""
"Cameroon","Electricity - Consumption by food and tobacco","2018","Kilowatt-hours, million","215.353",""
"Cameroon","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","202.823",""
"Cameroon","Electricity - Consumption by food and tobacco","2016","Kilowatt-hours, million","189",""
"Cameroon","Electricity - Consumption by food and tobacco","2015","Kilowatt-hours, million","200",""
"Cameroon","Electricity - Consumption by food and tobacco","2014","Kilowatt-hours, million","210",""
"Cameroon","Electricity - Consumption by food and tobacco","2013","Kilowatt-hours, million","198",""
"Cameroon","Electricity - Consumption by food and tobacco","2012","Kilowatt-hours, million","188",""
"Cameroon","Electricity - Consumption by food and tobacco","2011","Kilowatt-hours, million","180",""
"Cameroon","Electricity - Consumption by food and tobacco","2010","Kilowatt-hours, million","163",""
"Cameroon","Electricity - Consumption by food and tobacco","2009","Kilowatt-hours, million","154",""
"Cameroon","Electricity - Consumption by food and tobacco","2008","Kilowatt-hours, million","126",""
"Cameroon","Electricity - Consumption by food and tobacco","2007","Kilowatt-hours, million","141",""
"Cameroon","Electricity - Consumption by food and tobacco","2006","Kilowatt-hours, million","142",""
"Cameroon","Electricity - Consumption by textile and leather","2019","Kilowatt-hours, million","30.39",""
"Cameroon","Electricity - Consumption by textile and leather","2018","Kilowatt-hours, million","30.765",""
"Cameroon","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","28.975",""
"Cameroon","Electricity - Consumption by textile and leather","2016","Kilowatt-hours, million","27",""
"Cameroon","Electricity - Consumption by textile and leather","2015","Kilowatt-hours, million","29",""
"Cameroon","Electricity - Consumption by textile and leather","2014","Kilowatt-hours, million","26",""
"Cameroon","Electricity - Consumption by textile and leather","2013","Kilowatt-hours, million","25",""
"Cameroon","Electricity - Consumption by textile and leather","2012","Kilowatt-hours, million","24",""
"Cameroon","Electricity - Consumption by textile and leather","2011","Kilowatt-hours, million","23",""
"Cameroon","Electricity - Consumption by textile and leather","2010","Kilowatt-hours, million","24",""
"Cameroon","Electricity - Consumption by textile and leather","2009","Kilowatt-hours, million","23",""
"Cameroon","Electricity - Consumption by textile and leather","2008","Kilowatt-hours, million","23",""
"Cameroon","Electricity - Consumption by textile and leather","2007","Kilowatt-hours, million","22",""
"Cameroon","Electricity - Consumption by textile and leather","2006","Kilowatt-hours, million","22",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2019","Kilowatt-hours, million","904.925",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2018","Kilowatt-hours, million","916.104",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","862.802",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2016","Kilowatt-hours, million","804",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2015","Kilowatt-hours, million","852",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2014","Kilowatt-hours, million","845",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2013","Kilowatt-hours, million","798",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2012","Kilowatt-hours, million","757",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2011","Kilowatt-hours, million","724",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2010","Kilowatt-hours, million","695",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2009","Kilowatt-hours, million","760",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2008","Kilowatt-hours, million","518",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2007","Kilowatt-hours, million","386",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2006","Kilowatt-hours, million","914",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2005","Kilowatt-hours, million","1485",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2004","Kilowatt-hours, million","1393",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2003","Kilowatt-hours, million","1266",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2002","Kilowatt-hours, million","1118",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2001","Kilowatt-hours, million","1430",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","2000","Kilowatt-hours, million","1516",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1999","Kilowatt-hours, million","1437",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1998","Kilowatt-hours, million","1310",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1997","Kilowatt-hours, million","1750",""
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1996","Kilowatt-hours, million","1606","1"
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1995","Kilowatt-hours, million","1295","1"
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1994","Kilowatt-hours, million","1292","1"
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1993","Kilowatt-hours, million","1285","1"
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1992","Kilowatt-hours, million","1280","1"
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1991","Kilowatt-hours, million","1277","1"
"Cameroon","Electricity - Consumption not elsewhere specified (industry)","1990","Kilowatt-hours, million","1275","1"
"Cameroon","Electricity - Consumption by other","2019","Kilowatt-hours, million","2865.595",""
"Cameroon","Electricity - Consumption by other","2018","Kilowatt-hours, million","2900.996",""
"Cameroon","Electricity - Consumption by other","2017","Kilowatt-hours, million","2732.206",""
"Cameroon","Electricity - Consumption by other","2016","Kilowatt-hours, million","2546",""
"Cameroon","Electricity - Consumption by other","2015","Kilowatt-hours, million","2699",""
"Cameroon","Electricity - Consumption by other","2014","Kilowatt-hours, million","2478",""
"Cameroon","Electricity - Consumption by other","2013","Kilowatt-hours, million","2372",""
"Cameroon","Electricity - Consumption by other","2012","Kilowatt-hours, million","2279",""
"Cameroon","Electricity - Consumption by other","2011","Kilowatt-hours, million","2197",""
"Cameroon","Electricity - Consumption by other","2010","Kilowatt-hours, million","2082",""
"Cameroon","Electricity - Consumption by other","2009","Kilowatt-hours, million","1942",""
"Cameroon","Electricity - Consumption by other","2008","Kilowatt-hours, million","1947",""
"Cameroon","Electricity - Consumption by other","2007","Kilowatt-hours, million","1708",""
"Cameroon","Electricity - Consumption by other","2006","Kilowatt-hours, million","1667",""
"Cameroon","Electricity - Consumption by other","2005","Kilowatt-hours, million","1821",""
"Cameroon","Electricity - Consumption by other","2004","Kilowatt-hours, million","1927",""
"Cameroon","Electricity - Consumption by other","2003","Kilowatt-hours, million","1541",""
"Cameroon","Electricity - Consumption by other","2002","Kilowatt-hours, million","1419",""
"Cameroon","Electricity - Consumption by other","2001","Kilowatt-hours, million","1202",""
"Cameroon","Electricity - Consumption by other","2000","Kilowatt-hours, million","1203",""
"Cameroon","Electricity - Consumption by other","1999","Kilowatt-hours, million","1244",""
"Cameroon","Electricity - Consumption by other","1998","Kilowatt-hours, million","1229",""
"Cameroon","Electricity - Consumption by other","1997","Kilowatt-hours, million","1110",""
"Cameroon","Electricity - Consumption by other","1996","Kilowatt-hours, million","1069",""
"Cameroon","Electricity - Consumption by other","1995","Kilowatt-hours, million","1322","1"
"Cameroon","Electricity - Consumption by other","1994","Kilowatt-hours, million","1298","1"
"Cameroon","Electricity - Consumption by other","1993","Kilowatt-hours, million","1448","1"
"Cameroon","Electricity - Consumption by other","1992","Kilowatt-hours, million","1375","1"
"Cameroon","Electricity - Consumption by other","1991","Kilowatt-hours, million","1343","1"
"Cameroon","Electricity - Consumption by other","1990","Kilowatt-hours, million","1333","1"
"Cameroon","Electricity - Consumption by households","2019","Kilowatt-hours, million","1383.274",""
"Cameroon","Electricity - Consumption by households","2018","Kilowatt-hours, million","1400.363",""
"Cameroon","Electricity - Consumption by households","2017","Kilowatt-hours, million","1318.885",""
"Cameroon","Electricity - Consumption by households","2016","Kilowatt-hours, million","1229",""
"Cameroon","Electricity - Consumption by households","2015","Kilowatt-hours, million","1303",""
"Cameroon","Electricity - Consumption by households","2014","Kilowatt-hours, million","1142",""
"Cameroon","Electricity - Consumption by households","2013","Kilowatt-hours, million","1111",""
"Cameroon","Electricity - Consumption by households","2012","Kilowatt-hours, million","1082",""
"Cameroon","Electricity - Consumption by households","2011","Kilowatt-hours, million","1052",""
"Cameroon","Electricity - Consumption by households","2010","Kilowatt-hours, million","986",""
"Cameroon","Electricity - Consumption by households","2009","Kilowatt-hours, million","903",""
"Cameroon","Electricity - Consumption by households","2008","Kilowatt-hours, million","896",""
"Cameroon","Electricity - Consumption by households","2007","Kilowatt-hours, million","828",""
"Cameroon","Electricity - Consumption by households","2006","Kilowatt-hours, million","803",""
"Cameroon","Electricity - Consumption by households","2005","Kilowatt-hours, million","518",""
"Cameroon","Electricity - Consumption by households","2004","Kilowatt-hours, million","548",""
"Cameroon","Electricity - Consumption by households","2003","Kilowatt-hours, million","496",""
"Cameroon","Electricity - Consumption by households","2002","Kilowatt-hours, million","457",""
"Cameroon","Electricity - Consumption by households","2001","Kilowatt-hours, million","387",""
"Cameroon","Electricity - Consumption by households","2000","Kilowatt-hours, million","392",""
"Cameroon","Electricity - Consumption by households","1999","Kilowatt-hours, million","406",""
"Cameroon","Electricity - Consumption by households","1998","Kilowatt-hours, million","401",""
"Cameroon","Electricity - Consumption by households","1997","Kilowatt-hours, million","350",""
"Cameroon","Electricity - Consumption by households","1996","Kilowatt-hours, million","317","1"
"Cameroon","Electricity - Consumption by households","1995","Kilowatt-hours, million","313","1"
"Cameroon","Electricity - Consumption by households","1994","Kilowatt-hours, million","312","1"
"Cameroon","Electricity - Consumption by households","1993","Kilowatt-hours, million","214","1"
"Cameroon","Electricity - Consumption by households","1992","Kilowatt-hours, million","187","1"
"Cameroon","Electricity - Consumption by households","1991","Kilowatt-hours, million","176","1"
"Cameroon","Electricity - Consumption by households","1990","Kilowatt-hours, million","150","1"
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2019","Kilowatt-hours, million","61.904",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2018","Kilowatt-hours, million","62.669",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","59.023",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2016","Kilowatt-hours, million","55",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2015","Kilowatt-hours, million","58",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2014","Kilowatt-hours, million","78",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2013","Kilowatt-hours, million","73",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2012","Kilowatt-hours, million","70",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2011","Kilowatt-hours, million","67",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2010","Kilowatt-hours, million","60",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2009","Kilowatt-hours, million","51",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2008","Kilowatt-hours, million","53",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2007","Kilowatt-hours, million","39",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2006","Kilowatt-hours, million","59",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2005","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2004","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2003","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption in agriculture, forestry and fishing","2002","Kilowatt-hours, million","0",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2019","Kilowatt-hours, million","913.93",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2018","Kilowatt-hours, million","925.22",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","871.387",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2016","Kilowatt-hours, million","812",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2015","Kilowatt-hours, million","861",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2005","Kilowatt-hours, million","1303",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2004","Kilowatt-hours, million","1379",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2003","Kilowatt-hours, million","1045",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2002","Kilowatt-hours, million","962",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2001","Kilowatt-hours, million","815",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","2000","Kilowatt-hours, million","811",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1999","Kilowatt-hours, million","838",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1998","Kilowatt-hours, million","828",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1997","Kilowatt-hours, million","440",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1996","Kilowatt-hours, million","440",""
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1995","Kilowatt-hours, million","1009","1"
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1994","Kilowatt-hours, million","986","1"
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1993","Kilowatt-hours, million","1234","1"
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1992","Kilowatt-hours, million","1188","1"
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1991","Kilowatt-hours, million","1167","1"
"Cameroon","Electricity - Consumption not elsewhere specified (other)","1990","Kilowatt-hours, million","1183","1"
"Cameroon","Electricity - Consumption by commercial and public services","2019","Kilowatt-hours, million","506.487",""
"Cameroon","Electricity - Consumption by commercial and public services","2018","Kilowatt-hours, million","512.744",""
"Cameroon","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","482.911",""
"Cameroon","Electricity - Consumption by commercial and public services","2016","Kilowatt-hours, million","450",""
"Cameroon","Electricity - Consumption by commercial and public services","2015","Kilowatt-hours, million","477",""
"Cameroon","Electricity - Consumption by commercial and public services","2014","Kilowatt-hours, million","1258",""
"Cameroon","Electricity - Consumption by commercial and public services","2013","Kilowatt-hours, million","1188",""
"Cameroon","Electricity - Consumption by commercial and public services","2012","Kilowatt-hours, million","1127",""
"Cameroon","Electricity - Consumption by commercial and public services","2011","Kilowatt-hours, million","1078",""
"Cameroon","Electricity - Consumption by commercial and public services","2010","Kilowatt-hours, million","1036",""
"Cameroon","Electricity - Consumption by commercial and public services","2009","Kilowatt-hours, million","988",""
"Cameroon","Electricity - Consumption by commercial and public services","2008","Kilowatt-hours, million","998",""
"Cameroon","Electricity - Consumption by commercial and public services","2007","Kilowatt-hours, million","841",""
"Cameroon","Electricity - Consumption by commercial and public services","2006","Kilowatt-hours, million","805",""
"Cameroon","Electricity - Consumption by commercial and public services","1997","Kilowatt-hours, million","320",""
"Cameroon","Electricity - Consumption by commercial and public services","1996","Kilowatt-hours, million","312",""
"Cameroon","Electricity - total production, main activity","2019","Kilowatt-hours, million","5486.124",""
"Cameroon","Electricity - total production, main activity","2018","Kilowatt-hours, million","5335.678",""
"Cameroon","Electricity - total production, main activity","2017","Kilowatt-hours, million","5391.387",""
"Cameroon","Electricity - total production, main activity","2016","Kilowatt-hours, million","5042",""
"Cameroon","Electricity - total production, main activity","2015","Kilowatt-hours, million","4748",""
"Cameroon","Electricity - total production, main activity","2014","Kilowatt-hours, million","4794",""
"Cameroon","Electricity - total production, main activity","2013","Kilowatt-hours, million","4748",""
"Cameroon","Electricity - total production, main activity","2012","Kilowatt-hours, million","4577",""
"Cameroon","Electricity - total production, main activity","2011","Kilowatt-hours, million","4798",""
"Cameroon","Electricity - total production, main activity","2010","Kilowatt-hours, million","4631",""
"Cameroon","Electricity - total production, main activity","2009","Kilowatt-hours, million","4452",""
"Cameroon","Electricity - total production, main activity","2008","Kilowatt-hours, million","4502",""
"Cameroon","Electricity - total production, main activity","2007","Kilowatt-hours, million","4256",""
"Cameroon","Electricity - total production, main activity","2006","Kilowatt-hours, million","4147",""
"Cameroon","Electricity - total production, main activity","2005","Kilowatt-hours, million","4004",""
"Cameroon","Electricity - total production, main activity","2004","Kilowatt-hours, million","4110",""
"Cameroon","Electricity - total production, main activity","2003","Kilowatt-hours, million","3684",""
"Cameroon","Electricity - total production, main activity","2002","Kilowatt-hours, million","3300",""
"Cameroon","Electricity - total production, main activity","2001","Kilowatt-hours, million","3541",""
"Cameroon","Electricity - total production, main activity","2000","Kilowatt-hours, million","3480",""
"Cameroon","Electricity - total production, main activity","1999","Kilowatt-hours, million","3376",""
"Cameroon","Electricity - total production, main activity","1998","Kilowatt-hours, million","3168",""
"Cameroon","Electricity - total production, main activity","1997","Kilowatt-hours, million","3128",""
"Cameroon","Electricity - total production, main activity","1996","Kilowatt-hours, million","2956",""
"Cameroon","Electricity - total production, main activity","1995","Kilowatt-hours, million","2837",""
"Cameroon","Electricity - total production, main activity","1994","Kilowatt-hours, million","2770",""
"Cameroon","Electricity - total production, main activity","1993","Kilowatt-hours, million","2880",""
"Cameroon","Electricity - total production, main activity","1992","Kilowatt-hours, million","2777",""
"Cameroon","Electricity - total production, main activity","1991","Kilowatt-hours, million","2743",""
"Cameroon","Electricity - total production, main activity","1990","Kilowatt-hours, million","2726",""
"Cameroon","Electricity - Gross demand","2019","Kilowatt-hours, million","8247.872",""
"Cameroon","Electricity - Gross demand","2018","Kilowatt-hours, million","8349.764",""
"Cameroon","Electricity - Gross demand","2017","Kilowatt-hours, million","7863.945",""
"Cameroon","Electricity - Gross demand","2016","Kilowatt-hours, million","7328",""
"Cameroon","Electricity - Gross demand","2015","Kilowatt-hours, million","7770",""
"Cameroon","Electricity - Gross demand","2014","Kilowatt-hours, million","7596",""
"Cameroon","Electricity - Gross demand","2013","Kilowatt-hours, million","7087",""
"Cameroon","Electricity - Gross demand","2012","Kilowatt-hours, million","6572",""
"Cameroon","Electricity - Gross demand","2011","Kilowatt-hours, million","5871",""
"Cameroon","Electricity - Gross demand","2010","Kilowatt-hours, million","5443",""
"Cameroon","Electricity - Gross demand","2009","Kilowatt-hours, million","5202",""
"Cameroon","Electricity - Gross demand","2008","Kilowatt-hours, million","5197",""
