"Country Name","Country Code","Indicator Name","Indicator Code","2007","2010","2012","2014","2016","2018",
"Eritrea","ERI","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","113","154","151","153","140","137",
"Eritrea","ERI","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.14286","1.5","1.78","1.898889","2.006993","2.133929",
"Eritrea","ERI","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","149","153","148","122","146","159",
"Eritrea","ERI","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","1.83333","2.214286","2.433333","2.787778","2.49662","2.081548",
"Eritrea","ERI","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","124","154","147","156","144","155",
"Eritrea","ERI","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","151","106","132","111","130",
"Eritrea","ERI","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","155","154","159","157","160",
"Eritrea","ERI","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.18781136217466","1.696436","2.110199","2.084755","2.171842","2.087142",
"Eritrea","ERI","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","1.336892","1.689877","1.782389","1.858535","1.789646",
"Eritrea","ERI","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.055979","2.530521","2.387121","2.485149","2.384639",
"Eritrea","ERI","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","37.2315470762333","22.3614442357399","35.5171278640149","34.7457048933322","36.3252940901131","33.9578640138637",
"Eritrea","ERI","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","117","155","150","159","139","152",
"Eritrea","ERI","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","2","1.348214","1.833333","1.676667","2.062937","1.8625",
"Estonia","EST","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","58","65","59","47","48","43",
"Estonia","EST","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2.84211","2.95","3","3.195238","3.254","3.206675",
"Estonia","EST","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","45","38","65","39","46","40",
"Estonia","EST","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","3","3.174757","2.81685","3.266667","3.17635","3.147851",
"Estonia","EST","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","56","40","74","34","56","39",
"Estonia","EST","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2.85","3.172222","2.81685","3.338095","3.07308","3.262154",
"Estonia","EST","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","42","33","79","26","29","28",
"Estonia","EST","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.75","3.139043","2.509157","3.395238","3.411825","3.322037",
"Estonia","EST","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","53","53","75","49","20","30",
"Estonia","EST","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","3.35294","3.682249","3.226374","3.552381","4.07753","3.798684",
"Estonia","EST","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","47","43","65","39","38","36",
"Estonia","EST","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","28","41","20","31","28",
"Estonia","EST","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","58","102","58","53","50",
"Estonia","EST","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.94718804613665","3.157967","2.860271","3.34592","3.363489","3.311613",
"Estonia","EST","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.84698","2.550171","2.996865","3.131877","3.064361",
"Estonia","EST","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","3.468954","3.17037","3.694975","3.5951","3.558865",
"Estonia","EST","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","61.0339534665567","69.2888632021705","59.5131890487371","75.1419850780738","73.2645126252066","72.2053235977265",
"Estonia","EST","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","40","53","63","35","44","44",
"Estonia","EST","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","2.91304","2.746186","2.787912","3.338095","3.17635","3.098638",
"Ethiopia","ETH","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","141","67","144","97","133","",
"Ethiopia","ETH","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","1.83333","2.890909","2.102758","2.666667","2.178113","",
"Ethiopia","ETH","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","129","136","140","96","117","",
"Ethiopia","ETH","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","2","2.140909","2.160491","2.620833","2.367674","",
"Ethiopia","ETH","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","97","89","130","121","102","",
"Ethiopia","ETH","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2.42857","2.756082","2.347029","2.5","2.562729","",
"Ethiopia","ETH","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","109","120","139","102","80","",
"Ethiopia","ETH","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.14286","2.134091","2.028847","2.420833","2.598943","",
"Ethiopia","ETH","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","37","144","143","78","149","",
"Ethiopia","ETH","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","3.66667","2.650346","2.537377","3.166667","2.370804","",
"Ethiopia","ETH","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","104","123","141","104","126","",
"Ethiopia","ETH","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","82","127","49","98","",
"Ethiopia","ETH","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","149","150","158","145","",
"Ethiopia","ETH","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.32674543583287","2.412761","2.236854","2.593625","2.376767","",
"Ethiopia","ETH","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.098336","2.074498","2.037898","2.161388","",
"Ethiopia","ETH","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.727185","2.39921","3.149352","2.592146","",
"Ethiopia","ETH","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","41.5863888201516","45.3614923983368","39.5690337201874","51.0452811562395","42.6776529332135","",
"Ethiopia","ETH","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","135","145","124","134","133","",
"Ethiopia","ETH","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","1.875","1.767857","2.217391","2.166667","2.117674","",
"Fiji","FJI","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","","151","112","118","128","132",
"Fiji","FJI","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","","1.955405","2.479088","2.47","2.245696","2.307692",
"Fiji","FJI","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","","139","136","139","134","119",
"Fiji","FJI","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","","2.114496","2.179088","2.22","2.252244","2.307692",
"Fiji","FJI","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","","118","122","94","147","149",
"Fiji","FJI","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","","2.48212","2.41453","2.72","2.211138","2.162106",
"Fiji","FJI","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","","144","137","106","111","101",
"Fiji","FJI","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","","1.952786","2.066667","2.4","2.331843","2.412106",
"Fiji","FJI","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","","135","85","101","140","143",
"Fiji","FJI","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","","2.821398","3.118678","2.97","2.602839","2.538461",
"Fiji","FJI","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","","144","123","111","136","133",
"Fiji","FJI","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","118","88","52","95","94",
"Fiji","FJI","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","152","144","158","155","154",
"Fiji","FJI","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","","2.235183","2.419238","2.545003","2.316186","2.351727",
"Fiji","FJI","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.004306","2.173461","1.988662","2.021792","2.102838",
"Fiji","FJI","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.466059","2.665015","3.101344","2.610579","2.600617",
"Fiji","FJI","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","","39.6597473069081","45.4038037464173","49.487873572662","40.7997353971693","42.222415884832",
"Fiji","FJI","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","","131","123","95","115","99",
"Fiji","FJI","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","","1.975944","2.22188","2.47","2.245696","2.402761",
"Finland","FIN","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","2","11","1","39","11","1",
"Finland","FIN","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","4.16667","4.090918","4.144174","3.306622","4.038539","4.323166",
"Finland","FIN","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","13","10","1","19","16","15",
"Finland","FIN","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","3.85","3.918803","4.144174","3.722474","3.883877","3.887269",
"Finland","FIN","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","30","19","4","20","30","16",
"Finland","FIN","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","3.3","3.40792","3.84644","3.517647","3.507231","3.562732",
"Finland","FIN","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","14","7","2","8","4","8",
"Finland","FIN","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","3.68421","3.856353","3.980783","3.892006","4.005364","3.815046",
"Finland","FIN","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","14","25","15","38","16","8",
"Finland","FIN","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","4.17647","4.080251","4.095593","3.799397","4.141268","4.279861",
"Finland","FIN","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","15","12","3","24","15","10",
"Finland","FIN","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","5","1","9","9","1",
"Finland","FIN","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","19","15","39","20","21",
"Finland","FIN","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","3.81580381164298","3.885315","4.049717","3.623035","3.920745","3.969148",
"Finland","FIN","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","3.739913","3.810413","3.317717","3.772356","3.683032",
"Finland","FIN","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","4.030718","4.289022","3.928353","4.069134","4.255264",
"Finland","FIN","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","88.2604220746691","92.6428422353867","97.5655613435609","84.0182345643778","90.5385888944307","92.7440242590531",
"Finland","FIN","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","17","8","6","28","16","11",
"Finland","FIN","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","3.80952","4.081425","4.123641","3.518235","4.007231","4.003472",
"France","FRA","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","16","14","12","12","15","12",
"France","FRA","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","3.87097","4.010631","3.967489","3.886686","4.020638","3.999365",
"France","FRA","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","18","12","14","15","19","17",
"France","FRA","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","3.75969","3.867364","3.818907","3.754644","3.815154","3.838338",
"France","FRA","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","18","28","5","7","20","17",
"France","FRA","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","3.62963","3.300389","3.733738","3.682113","3.641893","3.545295",
"France","FRA","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","21","17","14","18","17","19",
"France","FRA","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","3.51079","3.631162","3.637697","3.647901","3.713518","3.589643",
"France","FRA","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","23","9","23","13","13","14",
"France","FRA","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","4.02459","4.37266","4.019439","4.174037","4.24684","4.152037",
"France","FRA","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","18","17","12","13","16","16",
"France","FRA","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","11","10","9","13","14",
"France","FRA","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","18","17","17","16","17",
"France","FRA","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","3.76188416765287","3.843022","3.851483","3.847305","3.900953","3.844475",
"France","FRA","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","3.775628","3.773169","3.772096","3.844381","3.791702",
"France","FRA","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","3.910416","3.929798","3.922513","3.957524","3.897247",
"France","FRA","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","86.5703289946736","91.2848817608245","91.2237232361629","91.201809875326","89.925067429394","88.849750300177",
"France","FRA","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","15","14","14","13","15","12",
"France","FRA","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","3.82353","3.998233","3.96164","3.982774","4.011015","3.99688",
"Gabon","GAB","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","134","90","137","157","142","153",
"Gabon","GAB","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2","2.666667","2.2","1.916667","2.06766","2.06746",
"Gabon","GAB","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","136","115","116","135","142","151",
"Gabon","GAB","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","2","2.306593","2.4","2.25","2.121169","2.074762",
"Gabon","GAB","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","147","139","125","112","141","153",
"Gabon","GAB","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","1.66667","2.29221","2.4","2.583333","2.281237","2.098679",
"Gabon","GAB","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","92","102","142","148","134","148",
"Gabon","GAB","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.25","2.234798","2","2","2.069849","1.95554",
"Gabon","GAB","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","136","130","96","157","144","135",
"Gabon","GAB","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","2.33333","2.871428","3","2.308838","2.522377","2.672265",
"Gabon","GAB","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","134","122","131","150","143","150",
"Gabon","GAB","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","84","82","125","116","117",
"Gabon","GAB","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","147","153","158","155","160",
"Gabon","GAB","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.09981397959092","2.413772","2.344965","2.202899","2.19165","2.161902",
"Gabon","GAB","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.149069","1.942847","1.953514","1.956325","1.874066",
"Gabon","GAB","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.678475","2.747083","2.452283","2.426975","2.449739",
"Gabon","GAB","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","34.4732987578693","45.3939539886657","43.0276859172318","38.529966370733","36.9393115304651","36.2930602565592",
"Gabon","GAB","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","69","117","143","142","141","136",
"Gabon","GAB","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","2.4","2.091209","2","2.083333","2.045943","2.091861",
"Gambia, The","GMB","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","99","137","75","154","","73",
"Gambia, The","GMB","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2.33333","2.269231","2.796311","2","","2.805326",
"Gambia, The","GMB","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","46","106","100","138","","142",
"Gambia, The","GMB","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","3","2.371795","2.546311","2.222222","","2.205325",
"Gambia, The","GMB","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","69","113","98","101","","87",
"Gambia, The","GMB","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2.66667","2.538461","2.629644","2.666667","","2.705325",
"Gambia, The","GMB","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","89","77","111","143","","141",
"Gambia, The","GMB","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.25","2.384615","2.285714","2.058025","","2.076923",
"Gambia, The","GMB","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","132","101","142","151","","131",
"Gambia, The","GMB","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","2.5","3.145299","2.546311","2.458025","","2.705325",
"Gambia, The","GMB","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","77","113","118","146","","127",
"Gambia, The","GMB","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","79","86","122","","84",
"Gambia, The","GMB","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","143","142","158","","153",
"Gambia, The","GMB","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.51804293412689","2.493386","2.463075","2.249081","","2.401189",
"Gambia, The","GMB","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.24263","2.22911","2.028717","","2.111041",
"Gambia, The","GMB","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.744143","2.697041","2.469445","","2.691337",
"Gambia, The","GMB","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","47.5825444725607","47.9502319831752","46.8062228930521","40.0092184999085","","43.7674062079487",
"Gambia, The","GMB","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","76","110","147","149","","155",
"Gambia, The","GMB","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","2.33333","2.17033","1.897174","2","","1.818935",
"Georgia","GEO","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","","89","93","102","112","139",
"Georgia","GEO","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","","2.667521","2.590972","2.593311","2.440657","2.25668",
"Georgia","GEO","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","","83","70","119","146","132",
"Georgia","GEO","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","","2.566635","2.780972","2.439782","2.07702","2.25668",
"Georgia","GEO","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","","95","91","138","131","124",
"Georgia","GEO","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","","2.73037","2.676083","2.315789","2.349747","2.375546",
"Georgia","GEO","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","","81","44","131","118","95",
"Georgia","GEO","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","","2.374894","2.9","2.210526","2.258838","2.423617",
"Georgia","GEO","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","","111","115","87","117","105",
"Georgia","GEO","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","","3.075247","2.860055","3.093311","2.804293","2.945344",
"Georgia","GEO","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","","93","77","116","130","119",
"Georgia","GEO","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","78","53","91","87","84",
"Georgia","GEO","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","115","104","138","153","146",
"Georgia","GEO","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","","2.612827","2.774072","2.507491","2.353013","2.442824",
"Georgia","GEO","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.477454","2.53869","2.325736","2.041993","2.193391",
"Georgia","GEO","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.7482","3.009455","2.689246","2.664032","2.692257",
"Georgia","GEO","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","","51.7852911428984","56.7555384791093","48.2863295540046","41.9413155807235","45.0679131042117",
"Georgia","GEO","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","","109","58","100","128","102",
"Georgia","GEO","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","","2.171906","2.84625","2.421053","2.166667","2.382213",
"Germany","DEU","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","5","4","7","1","3","2",
"Germany","DEU","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","4.11864","4.183673","4.049732","4.167922","4.26539","4.239401",
"Germany","DEU","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","3","4","4","3","1","1",
"Germany","DEU","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","4.20728","4.138247","4.093891","4.122776","4.27905","4.31065",
"Germany","DEU","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","4","9","11","4","8","4",
"Germany","DEU","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","3.90984","3.656494","3.670993","3.744272","3.857241","3.858998",
"Germany","DEU","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","4","3","6","2","2","1",
"Germany","DEU","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","3.88279","4.00275","3.872145","4.098098","4.123067","4.092256",
"Germany","DEU","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","8","3","2","4","2","3",
"Germany","DEU","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","4.32727","4.482917","4.317642","4.360813","4.453368","4.392114",
"Germany","DEU","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","3","1","4","1","1","1",
"Germany","DEU","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","1","3","1","1","1",
"Germany","DEU","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","4","7","1","4","1",
"Germany","DEU","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","4.09869523646128","4.11445","4.03272","4.121983","4.225967","4.201444",
"Germany","DEU","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","4.066767","3.972216","4.069664","4.182323","4.155037",
"Germany","DEU","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","4.162133","4.093224","4.174301","4.269611","4.247851",
"Germany","DEU","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","97.1275585038932","100","97.0217988088219","100","100","100",
"Germany","DEU","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","3","1","1","1","1","1",
"Germany","DEU","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","4.19133","4.336188","4.257549","4.323295","4.439356","4.374447",
"Ghana","GHA","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","110","108","133","73","101","106",
"Ghana","GHA","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2.25","2.505647","2.305556","2.903635","2.515365","2.57094",
"Ghana","GHA","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","146","99","83","121","98","95",
"Ghana","GHA","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","1.75","2.422314","2.680556","2.371832","2.538404","2.506604",
"Ghana","GHA","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","115","129","76","93","85","109",
